"","X","age","net","gun","sex","year","nruns","runs_again"
"3095",12557,44,110.9,114.4,"F",2001,6,TRUE
"3096",12563,38,93.4,96.62,"F",2005,3,FALSE
"3097",12566,38,94.95,96.22,"F",2001,5,TRUE
"3098",12571,30,NA,91.03,"F",2007,4,TRUE
"3099",12575,32,84.95,87.35,"F",2001,3,FALSE
"3100",12578,30,NA,85.13,"F",2007,4,TRUE
"3101",12582,39,84.1,90.13,"F",2003,5,TRUE
"3102",12587,35,78.75,80.33,"F",2002,6,TRUE
"3103",12593,33,79.2,79.2,"F",2005,3,FALSE
"3104",12596,53,95.33,100.8,"F",2004,4,TRUE
"3105",12600,35,NA,88.95,"F",2008,3,FALSE
"3106",12603,37,NA,87.32,"F",2008,3,FALSE
"3107",12606,37,104,104,"F",2005,3,FALSE
"3108",12609,29,NA,85.37,"F",2008,3,FALSE
"3109",12612,52,NA,126.2,"F",2008,3,FALSE
"3110",12615,24,76.95,79.1,"F",2004,5,TRUE
"3111",12620,36,96.13,101.5,"F",2001,3,FALSE
"3112",12623,36,72.92,73.43,"F",2001,4,TRUE
"3113",12627,44,99.3,102,"F",2002,3,FALSE
"3114",12630,40,75.3,76.4,"F",2004,3,FALSE
"3115",12633,52,NA,75.42,"F",2007,3,FALSE
"3116",12636,62,99.45,100.8,"F",2001,5,TRUE
"3117",12641,39,70.83,71.92,"F",2001,4,TRUE
"3118",12645,49,110.8,116.4,"F",2003,7,TRUE
"3119",12652,37,NA,72.48,"F",2007,4,TRUE
"3120",12656,52,119,125.8,"F",2004,5,TRUE
"3121",12661,43,97.3,104.5,"F",2001,5,TRUE
"3122",12666,51,86.82,90.93,"F",2002,3,FALSE
"3123",12669,42,168.2,168.2,"F",2004,4,TRUE
"3124",12673,34,113.3,119.9,"F",2003,3,FALSE
"3125",12676,38,93.48,97.85,"F",2002,3,FALSE
"3126",12679,26,72.88,74.52,"F",2004,3,FALSE
"3127",12682,50,87.12,89.95,"F",2002,3,FALSE
"3128",12685,39,110.3,115.3,"F",2001,6,TRUE
"3129",12691,33,83.42,84.97,"F",2004,4,TRUE
"3130",12695,50,98.67,101.1,"F",2004,6,TRUE
"3131",12701,52,NA,106.9,"F",2008,3,FALSE
"3132",12704,32,90.62,93.33,"F",2005,4,TRUE
"3133",12708,36,125.2,133.4,"F",2006,4,TRUE
"3134",12712,28,NA,85.27,"F",2007,3,FALSE
"3135",12715,54,103.1,108.3,"F",2001,4,TRUE
"3136",12719,37,103.4,110.3,"F",2005,4,TRUE
"3137",12723,47,113.6,114.6,"F",2005,5,TRUE
"3138",12728,53,NA,102.9,"F",2008,3,FALSE
"3139",12731,25,73.7,75.53,"F",2004,3,FALSE
"3140",12734,48,87.57,90.63,"F",2001,6,TRUE
"3141",12740,34,97.72,100.5,"F",2006,4,TRUE
"3142",12744,27,82.38,87.33,"F",2003,4,TRUE
"3143",12748,47,91.2,93.75,"F",2006,3,FALSE
"3144",12751,57,NA,102.4,"F",2008,3,FALSE
"3145",12754,33,NA,110.6,"F",2007,3,FALSE
"3146",12757,53,114.2,122.3,"F",2005,4,TRUE
"3147",12761,48,89,92.65,"F",2001,5,TRUE
"3148",12766,36,NA,87.17,"F",2007,3,FALSE
"3149",12769,39,84.45,86.43,"F",2002,9,TRUE
"3150",12778,48,86.27,87.47,"F",2006,5,TRUE
"3151",12783,60,92.83,93.72,"F",2001,3,FALSE
"3152",12786,26,NA,96.13,"F",2008,3,FALSE
"3153",12789,61,102,106.9,"F",2004,4,TRUE
"3154",12793,53,89.72,93.65,"F",2005,3,FALSE
"3155",12796,25,NA,87.9,"F",2007,3,FALSE
"3156",12799,25,NA,75.35,"F",2008,3,FALSE
"3157",12802,30,NA,99.02,"F",2008,3,FALSE
"3158",12805,25,82.48,85.2,"F",2004,4,TRUE
"3159",12809,58,112.2,122,"F",2006,5,TRUE
"3160",12814,34,107.7,114.1,"F",2005,3,FALSE
"3161",12817,30,82,88.12,"F",2002,3,FALSE
"3162",12820,32,96.23,101.8,"F",2006,4,TRUE
"3163",12824,39,NA,99.73,"F",2008,3,FALSE
"3164",12827,34,NA,94.73,"F",2007,3,FALSE
"3165",12830,31,84.6,86.8,"F",2001,3,FALSE
"3166",12833,30,94.38,95.98,"F",2004,3,FALSE
"3167",12836,46,94.83,97.1,"F",2006,4,TRUE
"3168",12840,26,NA,99.98,"F",2007,3,FALSE
"3169",12843,76,110,110.1,"F",2003,3,FALSE
"3170",12846,31,108.9,115.6,"F",2006,5,TRUE
"3171",12851,30,75.17,78.42,"F",2005,4,TRUE
"3172",12855,30,79.67,81.75,"M",2004,5,TRUE
"3173",12860,42,95.87,99.62,"M",2002,3,FALSE
"3174",12863,39,81.75,82.6,"M",2004,3,FALSE
"3175",12866,52,88.2,91.52,"M",2001,6,TRUE
"3176",12872,66,124.5,128.5,"M",2003,3,FALSE
"3177",12875,37,103,110.1,"M",2004,3,FALSE
"3178",12878,52,86.27,90.37,"M",2002,5,TRUE
"3179",12883,46,79.17,84.07,"M",2002,3,FALSE
"3180",12886,35,94.42,99.47,"M",2005,3,FALSE
"3181",12889,75,NA,93.33,"M",2007,3,FALSE
"3182",12892,40,79.67,83.67,"M",2006,3,FALSE
"3183",12895,61,89.8,94.1,"M",2004,5,TRUE
"3184",12900,31,76.1,77.7,"M",2002,4,TRUE
"3185",12904,41,79.18,80.12,"M",2005,3,FALSE
"3186",12907,35,63.12,63.9,"M",2005,5,TRUE
"3187",12912,54,NA,78.82,"M",2008,3,FALSE
"3188",12915,53,NA,104.4,"M",2008,3,FALSE
"3189",12918,50,85.62,87.52,"M",2004,6,TRUE
"3190",12924,54,NA,88.08,"M",2007,3,FALSE
"3191",12927,35,NA,99.85,"F",2008,3,FALSE
"3192",12930,37,NA,106.4,"F",2007,3,FALSE
"3193",12933,41,NA,91.92,"F",2008,3,FALSE
"3194",12936,32,NA,89.32,"F",2008,3,FALSE
"3195",12939,41,NA,104.6,"F",2007,3,FALSE
"3196",12942,45,92.52,94.82,"F",2003,3,FALSE
"3197",12945,39,95.58,97.88,"F",2002,3,FALSE
"3198",12948,33,124.1,131.9,"F",2005,3,FALSE
"3199",12951,42,87.33,94.02,"F",2005,3,FALSE
"3200",12954,37,NA,97.07,"F",2008,3,FALSE
"3201",12957,37,70.98,71.23,"F",2003,5,TRUE
"3202",12962,27,92.1,97.83,"F",2006,3,FALSE
"3203",12965,39,90.73,91.93,"F",2003,3,FALSE
"3204",12968,38,NA,95.88,"F",2008,3,FALSE
"3205",12971,31,98.88,101.7,"F",2004,3,FALSE
"3206",12974,51,NA,94.78,"F",2008,3,FALSE
"3207",12977,23,115.6,121.2,"F",2001,3,FALSE
"3208",12980,31,NA,69.18,"F",2008,3,FALSE
"3209",12983,33,98.28,101.6,"F",2004,3,FALSE
"3210",12986,24,NA,75.48,"F",2007,4,TRUE
"3211",12990,30,NA,96.97,"F",2008,3,FALSE
"3212",12993,36,NA,84.27,"F",2008,3,FALSE
"3213",12996,36,94.98,98.75,"F",2003,3,FALSE
"3214",12999,42,88.47,88.47,"M",2002,6,TRUE
"3215",13005,38,74.58,75.47,"M",2004,3,FALSE
"3216",13008,38,67.53,67.98,"M",2002,9,TRUE
"3217",13017,55,99.03,101.6,"M",2002,6,TRUE
"3218",13023,40,NA,68.68,"M",2008,3,FALSE
"3219",13026,49,96.13,100.1,"M",2003,4,TRUE
"3220",13030,46,83.28,85.08,"M",2004,4,TRUE
"3221",13034,28,80.2,81.32,"M",2006,3,FALSE
"3222",13037,49,74.95,75.17,"M",2003,6,TRUE
"3223",13043,57,79.32,79.32,"M",2005,3,FALSE
"3224",13046,42,111.1,116.9,"M",2002,8,TRUE
"3225",13054,44,NA,85.3,"M",2007,4,TRUE
"3226",13058,38,76.05,82.02,"M",2006,3,FALSE
"3227",13061,49,101.9,105.6,"M",2001,3,FALSE
"3228",13064,40,73.22,73.82,"F",2003,6,TRUE
"3229",13070,42,105.6,109.6,"M",2003,3,FALSE
"3230",13073,44,80.03,80.52,"M",2005,3,FALSE
"3231",13076,66,78.48,78.65,"M",2004,6,TRUE
"3232",13082,39,81.22,82.9,"M",2004,6,TRUE
"3233",13088,54,64.77,64.85,"M",2003,4,TRUE
"3234",13092,46,71.48,72.1,"M",2003,3,FALSE
"3235",13095,53,75.67,76.48,"M",2006,3,FALSE
"3236",13098,43,95.5,103,"F",2004,4,TRUE
"3237",13102,32,82.4,83.27,"F",2005,3,FALSE
"3238",13105,34,NA,81.4,"F",2007,4,TRUE
"3239",13109,39,NA,91.68,"F",2008,3,FALSE
"3240",13112,47,NA,86.65,"M",2007,4,TRUE
"3241",13116,51,97.9,103.7,"M",2004,3,FALSE
"3242",13119,43,90.42,92.38,"M",2005,5,TRUE
"3243",13124,55,NA,87.82,"M",2008,3,FALSE
"3244",13127,33,92.27,94.27,"M",2002,4,TRUE
"3245",13131,53,97.48,101.4,"M",2002,7,TRUE
"3246",13138,58,87.58,88.7,"M",2004,3,FALSE
"3247",13141,58,90.45,96,"M",2004,3,FALSE
"3248",13144,65,92.25,96.47,"M",2004,6,TRUE
"3249",13150,49,85.95,89.85,"M",2006,4,TRUE
"3250",13154,30,NA,85.22,"M",2008,3,FALSE
"3251",13157,31,91.25,97.07,"M",2003,4,TRUE
"3252",13161,53,90.3,90.82,"M",2001,4,TRUE
"3253",13165,34,91.93,94.73,"M",2001,6,TRUE
"3254",13171,49,81.67,83.68,"M",2001,5,TRUE
"3255",13176,47,NA,80.15,"M",2007,4,TRUE
"3256",13180,44,122,126.1,"M",2002,3,FALSE
"3257",13183,49,89,89.15,"M",2004,4,TRUE
"3258",13187,32,90.45,95,"M",2003,3,FALSE
"3259",13190,48,68.08,68.53,"M",2002,7,TRUE
"3260",13197,35,NA,86.05,"F",2008,3,FALSE
"3261",13200,32,98.5,103.7,"F",2002,3,FALSE
"3262",13203,35,NA,79.42,"F",2007,3,FALSE
"3263",13206,28,NA,93.27,"F",2008,3,FALSE
"3264",13209,31,80.48,81.7,"F",2005,4,TRUE
"3265",13213,42,99.33,101.8,"F",2002,4,TRUE
"3266",13217,38,98.47,98.85,"F",2002,3,FALSE
"3267",13220,53,87.8,89.8,"F",2003,4,TRUE
"3268",13224,44,97.07,102.1,"M",2001,9,TRUE
"3269",13233,25,96.53,99.73,"M",2003,3,FALSE
"3270",13236,48,NA,70.22,"M",2007,3,FALSE
"3271",13239,46,84.75,90.35,"M",2005,6,TRUE
"3272",13245,51,88.47,90.58,"M",2005,3,FALSE
"3273",13248,39,58.35,58.47,"M",2001,4,TRUE
"3274",13252,28,80.18,80.87,"M",2004,4,TRUE
"3275",13256,43,98.1,101.2,"M",2006,5,TRUE
"3276",13261,41,NA,116.5,"M",2008,3,FALSE
"3277",13264,51,87.4,90.77,"M",2001,4,TRUE
"3278",13268,42,94.37,99.3,"M",2001,4,TRUE
"3279",13272,42,NA,89.68,"M",2008,3,FALSE
"3280",13275,45,NA,59.38,"M",2007,3,FALSE
"3281",13278,36,NA,72.18,"M",2008,3,FALSE
"3282",13281,43,71.42,73.4,"M",2002,3,FALSE
"3283",13284,54,91.4,92.43,"M",2002,4,TRUE
"3284",13288,46,NA,112.2,"M",2007,3,FALSE
"3285",13291,36,101.5,108.6,"M",2006,3,FALSE
"3286",13294,45,86.82,89.17,"M",2002,4,TRUE
"3287",13298,46,80.93,81.42,"M",2005,4,TRUE
"3288",13302,37,NA,83.72,"M",2008,3,FALSE
"3289",13305,45,76.2,76.67,"M",2001,4,TRUE
"3290",13309,33,89.35,95.1,"M",2004,4,TRUE
"3291",13313,34,55.87,55.95,"M",2005,4,TRUE
"3292",13317,47,103.1,108.6,"M",2002,7,TRUE
"3293",13324,38,80.72,80.97,"M",2005,3,FALSE
"3294",13327,37,NA,94.65,"M",2008,3,FALSE
"3295",13330,36,NA,71.17,"M",2007,3,FALSE
"3296",13333,30,66.07,66.17,"M",2002,9,TRUE
"3297",13342,42,73.8,74.03,"M",2002,6,TRUE
"3298",13348,38,90.05,92.2,"M",2005,3,FALSE
"3299",13351,31,62.18,62.6,"M",2004,5,TRUE
"3300",13356,33,75.48,79.57,"M",2002,7,TRUE
"3301",13363,36,78.13,83.52,"M",2001,3,FALSE
"3302",13366,39,70.93,71.43,"M",2003,6,TRUE
"3303",13372,39,98.25,103.1,"M",2002,5,TRUE
"3304",13377,47,NA,109.6,"M",2008,3,FALSE
"3305",13380,32,93.85,97.65,"M",2005,3,FALSE
"3306",13383,54,110.5,114.1,"M",2002,5,TRUE
"3307",13388,35,91.43,97.03,"M",2006,5,TRUE
"3308",13393,37,60.98,61.05,"M",2001,5,TRUE
"3309",13398,44,NA,101.9,"M",2007,4,TRUE
"3310",13402,41,82.92,86.67,"M",2002,4,TRUE
"3311",13406,31,78.18,79.13,"M",2001,4,TRUE
"3312",13410,34,59.43,59.47,"M",2006,5,TRUE
"3313",13415,47,NA,107.3,"M",2008,3,FALSE
"3314",13418,29,NA,100.1,"F",2007,3,FALSE
"3315",13421,25,NA,103.3,"F",2008,3,FALSE
"3316",13424,40,78.9,79.65,"F",2005,3,FALSE
"3317",13427,43,NA,138.4,"F",2007,3,FALSE
"3318",13430,26,86,88.4,"F",2004,3,FALSE
"3319",13433,43,106.7,108.9,"F",2004,4,TRUE
"3320",13437,31,81.98,83.37,"F",2003,4,TRUE
"3321",13441,34,117.2,124.9,"F",2005,3,FALSE
"3322",13444,40,81.15,82.2,"F",2001,3,FALSE
"3323",13447,35,NA,70.62,"F",2008,3,FALSE
"3324",13450,39,NA,94.45,"F",2008,3,FALSE
"3325",13453,35,103.7,107.7,"F",2002,7,TRUE
"3326",13460,31,72.57,73.28,"F",2004,3,FALSE
"3327",13463,50,82.42,83.47,"F",2005,3,FALSE
"3328",13466,41,NA,105.2,"M",2008,3,FALSE
"3329",13469,38,102.4,106.4,"F",2004,7,TRUE
"3330",13476,53,95.67,99.93,"F",2001,8,TRUE
"3331",13484,51,87.73,91.8,"M",2001,3,FALSE
"3332",13487,29,131.2,138,"F",2005,3,FALSE
"3333",13490,50,79.83,80.4,"M",2004,4,TRUE
"3334",13494,35,NA,92.68,"F",2008,3,FALSE
"3335",13497,47,NA,87.5,"M",2007,3,FALSE
"3336",13500,42,102.7,105.8,"M",2005,5,TRUE
"3337",13505,26,65.53,65.6,"F",2001,3,FALSE
"3338",13508,26,96.13,98.78,"F",2005,3,FALSE
"3339",13511,25,87.32,90.42,"F",2005,5,TRUE
"3340",13516,33,78.55,78.78,"F",2002,7,TRUE
"3341",13523,38,86.78,87.63,"F",2003,3,FALSE
"3342",13526,31,98.28,108.4,"F",2006,3,FALSE
"3343",13529,27,NA,94.1,"F",2008,3,FALSE
"3344",13532,31,127.2,127.2,"F",2003,3,FALSE
"3345",13535,35,86.13,88.1,"F",2004,3,FALSE
"3346",13538,35,85.82,91.53,"F",2006,3,FALSE
"3347",13541,27,99.73,99.73,"F",2003,4,TRUE
"3348",13545,28,NA,81.53,"F",2008,3,FALSE
"3349",13548,29,NA,111.2,"F",2008,3,FALSE
"3350",13551,30,125.9,135.2,"F",2006,3,FALSE
"3351",13554,28,NA,104.2,"F",2008,3,FALSE
"3352",13557,31,62.05,62.32,"F",2003,3,FALSE
"3353",13560,40,98.22,104.7,"F",2004,4,TRUE
"3354",13564,36,99.92,103.4,"F",2004,3,FALSE
"3355",13567,40,NA,67.97,"F",2007,4,TRUE
"3356",13571,30,NA,103.2,"F",2007,4,TRUE
"3357",13575,26,113.3,117.6,"F",2002,4,TRUE
"3358",13579,24,NA,91.15,"F",2007,3,FALSE
"3359",13582,35,NA,94.02,"F",2008,3,FALSE
"3360",13585,30,96.87,99.8,"F",2002,8,TRUE
"3361",13593,36,NA,86.83,"F",2007,4,TRUE
"3362",13597,31,NA,85.52,"F",2008,3,FALSE
"3363",13600,31,78,81.22,"F",2003,3,FALSE
"3364",13603,31,75.15,76.17,"F",2003,4,TRUE
"3365",13607,42,NA,106.4,"F",2007,4,TRUE
"3366",13611,26,NA,85.23,"F",2008,3,FALSE
"3367",13614,27,98.7,101.3,"F",2001,5,TRUE
"3368",13619,20,NA,79.32,"F",2007,3,FALSE
"3369",13622,48,119.3,121.2,"M",2004,3,FALSE
"3370",13625,24,NA,73.75,"F",2007,3,FALSE
"3371",13628,46,73.27,73.75,"M",2002,5,TRUE
"3372",13633,48,69.4,69.82,"M",2001,6,TRUE
"3373",13639,48,NA,80.48,"M",2007,4,TRUE
"3374",13643,49,81.45,83.7,"M",2003,8,TRUE
"3375",13651,41,86.62,89.22,"M",2004,6,TRUE
"3376",13657,43,NA,117.9,"M",2007,3,FALSE
"3377",13660,36,126.4,133.8,"F",2006,4,TRUE
"3378",13664,28,NA,81.62,"F",2007,3,FALSE
"3379",13667,23,71.88,75.07,"M",2002,9,TRUE
"3380",13676,42,70.8,70.95,"M",2005,4,TRUE
"3381",13680,27,70.7,71.22,"M",2003,3,FALSE
"3382",13683,27,62.63,62.78,"M",2005,3,FALSE
"3383",13686,41,NA,82.25,"M",2008,3,FALSE
"3384",13689,31,NA,79.67,"M",2008,3,FALSE
"3385",13692,48,NA,94.2,"F",2008,3,FALSE
"3386",13695,33,62.65,62.85,"M",2004,5,TRUE
"3387",13700,44,NA,79.67,"F",2007,3,FALSE
"3388",13703,40,69.5,69.78,"F",2003,6,TRUE
"3389",13709,43,NA,97.9,"F",2008,3,FALSE
"3390",13712,43,NA,102.6,"F",2008,3,FALSE
"3391",13715,45,93.1,97.6,"F",2001,8,TRUE
"3392",13723,37,NA,84.13,"F",2007,4,TRUE
"3393",13727,41,NA,68.62,"M",2007,4,TRUE
"3394",13731,31,73.23,76.07,"M",2006,5,TRUE
"3395",13736,35,84.17,87.67,"M",2003,3,FALSE
"3396",13739,17,102.8,107.2,"F",2004,4,TRUE
"3397",13743,36,88.33,91.8,"F",2004,3,FALSE
"3398",13746,55,75.88,77.93,"M",2004,5,TRUE
"3399",13751,55,NA,101.5,"M",2007,3,FALSE
"3400",13754,58,105.4,112.7,"M",2004,4,TRUE
"3401",13758,56,NA,87.7,"M",2008,3,FALSE
"3402",13761,42,83.75,87.5,"M",2003,8,TRUE
"3403",13769,70,77.45,77.55,"M",2002,3,FALSE
"3404",13772,51,71.93,72.1,"M",2002,4,TRUE
"3405",13776,48,80.43,83.25,"M",2001,5,TRUE
"3406",13781,58,105.2,108.7,"M",2003,3,FALSE
"3407",13784,44,78.85,84.28,"M",2006,4,TRUE
"3408",13788,38,76.28,77.35,"M",2002,3,FALSE
"3409",13791,52,NA,71.82,"M",2007,3,FALSE
"3410",13794,65,88.12,89.37,"M",2005,4,TRUE
"3411",13798,54,83.53,88.78,"M",2001,7,TRUE
"3412",13805,58,90.15,95.55,"M",2006,4,TRUE
"3413",13809,51,91.28,99.12,"M",2004,4,TRUE
"3414",13813,41,70.13,70.53,"M",2002,4,TRUE
"3415",13817,56,NA,69.12,"M",2008,3,FALSE
"3416",13820,49,80.25,84.8,"M",2004,7,TRUE
"3417",13827,43,73.28,73.48,"M",2005,5,TRUE
"3418",13832,34,99.77,105.7,"F",2005,6,TRUE
"3419",13838,30,104.6,112.2,"F",2006,3,FALSE
"3420",13841,34,102.8,104.1,"F",2002,9,TRUE
"3421",13850,27,NA,113.4,"F",2008,3,FALSE
"3422",13853,49,107.7,112.7,"F",2001,6,TRUE
"3423",13859,54,83.2,83.57,"F",2001,4,TRUE
"3424",13863,30,89.22,92.8,"F",2004,3,FALSE
"3425",13866,24,75.88,76.48,"F",2005,6,TRUE
"3426",13872,32,93.47,95.83,"F",2001,3,FALSE
"3427",13875,41,92.32,92.32,"F",2005,4,TRUE
"3428",13879,41,63.52,63.62,"F",2003,4,TRUE
"3429",13883,38,NA,68.77,"F",2008,3,FALSE
"3430",13886,41,88.9,90.05,"F",2004,3,FALSE
"3431",13889,34,NA,89.95,"F",2008,3,FALSE
"3432",13892,32,NA,87.17,"F",2007,3,FALSE
"3433",13895,27,102.6,106.2,"F",2004,4,TRUE
"3434",13899,41,102.6,108.8,"F",2002,5,TRUE
"3435",13904,34,NA,95.12,"F",2007,3,FALSE
"3436",13907,45,91.58,97,"F",2003,6,TRUE
"3437",13913,31,81.58,82.05,"F",2002,3,FALSE
"3438",13916,44,NA,91.78,"F",2008,3,FALSE
"3439",13919,32,80.28,81.8,"F",2003,3,FALSE
"3440",13922,33,81.8,86.68,"F",2003,4,TRUE
"3441",13926,36,102.2,105.6,"F",2005,3,FALSE
"3442",13929,38,NA,97.23,"F",2007,4,TRUE
"3443",13933,35,82.85,84.03,"F",2004,4,TRUE
"3444",13937,28,NA,88.57,"F",2007,3,FALSE
"3445",13940,31,76.62,79.08,"F",2004,3,FALSE
"3446",13943,38,NA,67.82,"F",2007,4,TRUE
"3447",13947,31,103.3,111.5,"F",2005,4,TRUE
"3448",13951,27,NA,75.42,"F",2008,3,FALSE
"3449",13954,47,98.47,99.2,"F",2006,4,TRUE
"3450",13958,39,90.6,95.02,"F",2005,3,FALSE
"3451",13961,35,112.3,120.2,"F",2006,3,FALSE
"3452",13964,28,70.23,70.43,"F",2003,4,TRUE
"3453",13968,17,NA,93.28,"F",2008,3,FALSE
"3454",13971,25,NA,108.4,"F",2008,3,FALSE
"3455",13974,27,87.37,88.57,"F",2004,4,TRUE
"3456",13978,27,93.03,100.6,"F",2005,4,TRUE
"3457",13982,38,NA,92.8,"F",2008,3,FALSE
"3458",13985,30,NA,105.4,"F",2007,4,TRUE
"3459",13989,29,NA,87.93,"F",2007,3,FALSE
"3460",13992,33,NA,112.2,"F",2007,3,FALSE
"3461",13995,23,107.8,109.7,"F",2005,3,FALSE
"3462",13998,38,NA,82.08,"F",2007,4,TRUE
"3463",14002,38,NA,79.35,"F",2008,3,FALSE
"3464",14005,50,86.37,88.97,"F",2005,3,FALSE
"3465",14008,31,103.6,107.9,"F",2003,5,TRUE
"3466",14013,47,NA,92.98,"F",2007,3,FALSE
"3467",14016,35,112.6,119,"F",2006,3,FALSE
"3468",14019,36,95.42,102,"F",2003,5,TRUE
"3469",14024,27,NA,89.68,"F",2007,4,TRUE
"3470",14028,31,98.63,102.1,"F",2003,3,FALSE
"3471",14031,31,NA,74.95,"F",2007,4,TRUE
"3472",14035,40,108.3,115.6,"F",2005,3,FALSE
"3473",14038,57,92.3,95.17,"M",2003,4,TRUE
"3474",14042,40,102.2,108.8,"F",2004,4,TRUE
"3475",14046,51,122.8,126.6,"M",2001,3,FALSE
"3476",14049,38,109.3,115.7,"M",2003,4,TRUE
"3477",14053,61,95.83,98.2,"M",2002,6,TRUE
"3478",14059,57,80.3,80.48,"M",2002,3,FALSE
"3479",14062,53,NA,93.4,"M",2007,3,FALSE
"3480",14065,41,71.8,72.18,"M",2001,6,TRUE
"3481",14071,46,92.68,94.85,"M",2006,3,FALSE
"3482",14074,43,95.53,97.57,"M",2003,3,FALSE
"3483",14077,24,98.38,99.9,"F",2003,3,FALSE
"3484",14080,36,NA,85.42,"F",2008,3,FALSE
"3485",14083,53,94.37,96.98,"M",2003,3,FALSE
"3486",14086,46,89.33,91.88,"F",2003,4,TRUE
"3487",14090,57,92.9,95.53,"M",2006,3,FALSE
"3488",14093,38,77.92,80.15,"F",2001,3,FALSE
"3489",14096,42,71.83,72.02,"M",2002,4,TRUE
"3490",14100,50,87.93,90.9,"M",2005,5,TRUE
"3491",14105,30,84.55,86.12,"F",2003,6,TRUE
"3492",14111,38,97.32,100.9,"F",2003,5,TRUE
"3493",14116,32,NA,92.55,"M",2007,4,TRUE
"3494",14120,48,92.97,96.95,"M",2006,5,TRUE
"3495",14125,42,86.47,89.63,"M",2002,7,TRUE
"3496",14132,52,84.75,86.45,"M",2003,6,TRUE
"3497",14138,50,69.6,70,"M",2003,5,TRUE
"3498",14143,65,87.4,93.7,"M",2001,7,TRUE
"3499",14150,66,75.05,75.63,"M",2002,5,TRUE
"3500",14155,41,75.27,78.62,"M",2005,4,TRUE
"3501",14159,56,90.53,96.4,"M",2002,5,TRUE
"3502",14164,39,93.07,97.32,"M",2002,3,FALSE
"3503",14167,37,93.72,95.07,"M",2003,7,TRUE
"3504",14174,41,74.02,75.03,"M",2003,3,FALSE
"3505",14177,46,69.6,69.97,"M",2006,5,TRUE
"3506",14182,41,71.1,74.47,"M",2003,7,TRUE
"3507",14189,55,88.97,88.97,"M",2005,4,TRUE
"3508",14193,41,NA,70.67,"M",2008,3,FALSE
"3509",14196,50,87.05,90.65,"M",2003,8,TRUE
"3510",14204,54,89.45,89.98,"M",2001,4,TRUE
"3511",14208,43,95.87,101.9,"F",2002,6,TRUE
"3512",14214,39,NA,119.4,"F",2007,4,TRUE
"3513",14218,32,NA,NA,"F",2007,4,TRUE
"3514",14222,41,85.52,89.3,"F",2004,3,FALSE
"3515",14225,43,101.3,106.8,"F",2006,4,TRUE
"3516",14229,30,91.37,97.15,"F",2005,3,FALSE
"3517",14232,50,109.2,116.2,"F",2004,4,TRUE
"3518",14236,46,102.3,109.5,"F",2006,4,TRUE
"3519",14240,43,86.17,87.77,"F",2003,3,FALSE
"3520",14243,34,NA,93.52,"F",2008,3,FALSE
"3521",14246,49,88.23,98.67,"F",2006,3,FALSE
"3522",14249,34,NA,104.1,"F",2007,3,FALSE
"3523",14252,43,64.93,64.93,"F",2005,3,FALSE
"3524",14255,30,NA,92.43,"F",2007,3,FALSE
"3525",14258,52,85.42,88.17,"F",2002,6,TRUE
"3526",14264,29,112.8,120.5,"F",2005,3,FALSE
"3527",14267,69,82.22,82.9,"M",2003,7,TRUE
"3528",14274,58,89.75,92.43,"M",2005,3,FALSE
"3529",14277,32,73.53,76.43,"M",2001,3,FALSE
"3530",14280,40,82.32,82.32,"M",2005,6,TRUE
"3531",14286,46,72.42,73.25,"M",2002,6,TRUE
"3532",14292,60,108.3,113,"F",2005,3,FALSE
"3533",14295,51,NA,99.37,"F",2008,3,FALSE
"3534",14298,27,96.43,106.5,"F",2006,4,TRUE
"3535",14302,43,107,110.8,"F",2006,4,TRUE
"3536",14306,26,80.15,85.7,"F",2005,5,TRUE
"3537",14311,44,80.6,83.77,"F",2001,8,TRUE
"3538",14319,34,NA,54.68,"F",2008,3,FALSE
"3539",14322,53,97.37,97.37,"F",2005,4,TRUE
"3540",14326,26,NA,95.75,"F",2008,3,FALSE
"3541",14329,59,101.1,102.6,"F",2001,8,TRUE
"3542",14337,55,113,116.6,"F",2003,3,FALSE
"3543",14340,40,92.08,94.62,"F",2003,3,FALSE
"3544",14343,45,NA,79.17,"F",2008,3,FALSE
"3545",14346,39,95.03,101.5,"F",2005,5,TRUE
"3546",14351,47,NA,94.87,"F",2008,3,FALSE
"3547",14354,54,84.13,85.42,"F",2001,6,TRUE
"3548",14360,55,102.3,107.8,"F",2006,3,FALSE
"3549",14363,54,102.3,107.8,"F",2006,4,TRUE
"3550",14367,40,80.4,80.88,"F",2001,9,TRUE
"3551",14376,44,94.78,99.82,"F",2005,3,FALSE
"3552",14379,39,108,108.8,"F",2001,5,TRUE
"3553",14384,48,NA,101.2,"F",2007,4,TRUE
"3554",14388,48,83.92,86.28,"F",2002,4,TRUE
"3555",14392,37,102.7,108.2,"F",2001,5,TRUE
"3556",14397,51,91.52,93.55,"F",2001,10,TRUE
"3557",14407,41,78.62,79.92,"F",2001,7,TRUE
"3558",14414,43,NA,90.6,"F",2007,4,TRUE
"3559",14418,40,78.72,81.07,"F",2004,4,TRUE
"3560",14422,38,87.45,89.37,"F",2001,6,TRUE
"3561",14428,43,92.08,95.33,"F",2006,4,TRUE
"3562",14432,51,97.47,98.85,"F",2003,6,TRUE
"3563",14438,47,100.6,107.4,"F",2005,6,TRUE
"3564",14444,42,71.95,74.02,"F",2003,5,TRUE
"3565",14449,47,124.2,128.2,"F",2002,3,FALSE
"3566",14452,25,NA,76.32,"F",2008,3,FALSE
